123.87 -0.15 129.4 7.82e+17 2.6199999999999997e+17 -1.04e+18 1.2e+18 6.02e+17 1.85e+18 1  X Y 202001191658A
122.56 -1.85 12.0 2.48e+18 1.62e+19 -1.87e+19 4.1e+17 -3.18e+18 1.27e+18 1  X Y 201904121140A
122.78 4.57 621.5 -7.3e+18 1.43e+19 -7e+18 7.1e+18 -9.66e+19 2.7e+19 1  X Y 201701100613A
157.87 49.11 52.6 1.96e+20 -1.99e+19 -1.76e+20 1.89e+19 -2.93e+19 -8.15e+19 1  X Y 202003250249A
152.13 -3.33 372.2 -4.72e+18 3.88e+18 8.37e+17 1.65e+18 -2.23e+17 7.57e+17 1  X Y 201902171435A
155.19 -4.66 493.1 -1.11e+18 1.16e+18 -5.4e+16 3.86e+17 -2.1e+17 3.03e+17 1  X Y 201907111708A
128.13 -0.72 12.0 -7.2e+18 7.35e+19 -6.64e+19 5.9e+18 5.8e+18 2.83e+19 1  X Y 201907140910A
142.97 -6.29 12.0 1.69e+20 -1.29e+20 -4e+19 1.13e+20 -2.55e+19 7e+19 1  X Y 201802251744A
161.12 -10.46 45.5 5.2199999999999993e+20 -3.57e+20 -1.65e+20 -1.3499999999999998e+20 -1.86e+20 3.69e+20 1  X Y 201612081738A
130.13 26.9 12.0 -9.35e+17 2.35e+17 7e+17 2.89e+17 4.29e+17 5.3799999999999994e+17 1  X Y 201707261032A
-92.17 14.92 72.7 -1.48e+19 8.45e+18 6.31e+18 2.25e+19 -1.83e+19 -1.1e+19 1  X Y 201706140729A
-66.79 18.02 12.0 -3.19e+18 3.42e+18 -2.35e+17 -7.07e+17 -1.5e+18 2.35e+18 1  X Y 202001070824A
-74.43 -43.41 32.8 1.75e+20 -2.9e+18 -1.73e+20 1.06e+19 -2.24e+20 -3.4e+18 1  X Y 201612251422A
-49.93 15.65 12.0 -1.56e+18 2.46e+18 -8.99e+17 -5.07e+17 -7.56e+17 1.69e+18 1  X Y 201811111403A
-70.98 -35.06 96.2 -2.2700000000000003e+18 -4.8699999999999994e+17 2.75e+18 -1.74e+18 -2.12e+18 1.0100000000000001e+18 1  X Y 201611041620A
-73.65 -16.7 66.4 2.89e+18 -6.11e+18 3.22e+18 2.43e+18 -9.83e+17 1.53e+18 1  X Y 201707180205A
-67.92 -23.2 164.2 -9.55e+17 -4.44e+17 1.4e+18 4.27e+17 -2.77e+18 -1.0199999999999999e+18 1  X Y 201704150819A
-66.6 -57.55 20.7 3.67e+18 -7.16e+17 -2.96e+18 7.05e+17 1.11e+18 1.41e+18 1  X Y 201810290654A
