-25.69 -59.45 103.9 1.45e+18 -3.49e+17 -1.1e+18 7.98e+17 1.34e+18 -4.9599999999999994e+17 1  X Y 202001200651A
-90.58 13.15 34.6 9.850000000000001e+17 -8.17e+17 -1.67e+17 3.71e+17 -4.54e+17 4.98e+17 1  X Y 202105120845A
-24.85 -60.06 13.0 6.6e+17 7.9e+16 -7.39e+17 2.8e+16 6.63e+17 -3.83e+17 1  X Y 202002081432A
-25.01 -60.97 12.0 -3.44e+18 2.0000000000000003e+18 1.44e+18 1.0100000000000001e+18 4.01e+17 2.85e+18 1  X Y 202007260053A
-66.79 18.02 12.0 -3.19e+18 3.42e+18 -2.35e+17 -7.07e+17 -1.5e+18 2.35e+18 1  X Y 202001070824A
-81.05 -1.99 16.1 1.42e+18 -2e+16 -1.4e+18 2.12e+17 -2.45e+18 1.7e+17 1  X Y 201903310704A
-27.45 -56.02 57.6 -3.31e+17 1.25e+18 -9.14e+17 -4.0400000000000005e+18 -4.5600000000000005e+18 1.11e+18 1  X Y 201904051614A
-66.6 -57.55 20.7 3.67e+18 -7.16e+17 -2.96e+18 7.05e+17 1.11e+18 1.41e+18 1  X Y 201810290654A
-49.93 15.65 12.0 -1.56e+18 2.46e+18 -8.99e+17 -5.07e+17 -7.56e+17 1.69e+18 1  X Y 201811111403A
-111.06 26.78 17.3 -2.01e+17 -3.04e+18 3.24e+18 -9.7e+16 -4.63e+17 -6.12e+17 1  X Y 201801191617A
-80.6 -0.58 29.2 1.29e+18 1.5e+17 -1.44e+18 2.8500000000000003e+17 -2.0299999999999997e+18 -2.25e+17 1  X Y 201712031119A
8.92 -53.89 16.4 -1.52e+18 1.55e+19 -1.4e+19 1.24e+18 2.18e+18 3.85e+18 1  X Y 201710101853A
-84.58 9.45 29.6 7.11e+18 -5.94e+18 -1.17e+18 5.85e+18 -3.31e+18 3.15e+18 1  X Y 201711130228A
9.95 -53.06 12.0 -3.02e+18 8.549999999999999e+18 -5.53e+18 2.09e+18 8e+17 6.9e+17 1  X Y 201801281603A
-73.65 -16.7 66.4 2.89e+18 -6.11e+18 3.22e+18 2.43e+18 -9.83e+17 1.53e+18 1  X Y 201707180205A
-91.38 13.57 38.1 1.66e+19 -1.28e+19 -3.76e+18 6.16e+18 -4.65e+18 6.92e+18 1  X Y 201706221231A
-80.73 -0.36 13.9 7.07e+17 3.0999999999999996e+16 -7.37e+17 3000000000000000.0 -1.06e+18 -1.3200000000000002e+17 1  X Y 201706302229A
-67.92 -23.2 164.2 -9.55e+17 -4.44e+17 1.4e+18 4.27e+17 -2.77e+18 -1.0199999999999999e+18 1  X Y 201704150819A
-74.43 -43.41 32.8 1.75e+20 -2.9e+18 -1.73e+20 1.06e+19 -2.24e+20 -3.4e+18 1  X Y 201612251422A
-92.17 14.92 72.7 -1.48e+19 8.45e+18 6.31e+18 2.25e+19 -1.83e+19 -1.1e+19 1  X Y 201706140729A
126.29 0.28 20.4 1.56e+18 -1.49e+18 -6.7e+16 -2.66e+17 7.21e+17 -1.37e+18 1  X Y 202106031009A
166.89 -13.69 105.2 -1.27e+18 2.8299999999999997e+17 9.900000000000001e+17 -7.55e+17 1.7e+18 -8.9e+17 1  X Y 202110180726A
-70.98 -35.06 96.2 -2.2700000000000003e+18 -4.8699999999999994e+17 2.75e+18 -1.74e+18 -2.12e+18 1.0100000000000001e+18 1  X Y 201611041620A
121.7 24.63 80.4 9.32e+17 -3.8e+16 -8.95e+17 2.2e+16 -1.94e+18 -9.76e+17 1  X Y 202110240511A
167.78 -16.08 168.2 2.96e+17 -2.61e+17 -3.5000000000000004e+16 -1.53e+18 -4.31e+17 5.02e+17 1  X Y 202101100648A
147.74 -7.84 71.6 -7.39e+18 -2.35e+19 3.09e+19 -1.95e+19 4.05e+19 7.02e+18 1  X Y 202007170250A
-179.78 51.12 24.0 8.5e+17 -6.99e+17 -1.5e+17 9.25e+17 6.39e+17 -5.3e+17 1  X Y 202101031238A
127.9 3.23 104.3 7.8e+16 6.12e+16 -1.3900000000000002e+17 6.86e+16 -1.33e+17 -2.84e+16 1  X Y 202003180313A
96.27 2.21 12.0 1.22e+18 -8.08e+17 -4.16e+17 2.61e+18 -2.79e+18 6.3e+17 1  X Y 202001070605A
141.66 37.62 43.2 2.85e+18 -4.04e+17 -2.45e+18 1.2e+18 3.1e+18 -1.17e+18 1  X Y 201908041023A
126.58 5.41 28.7 1.23e+18 2.35e+17 -1.46e+18 5.16e+17 1.05e+18 -7.3e+16 1  X Y 202002061340A
-177.81 51.96 12.0 -3.75e+17 -8.6e+16 4.61e+17 2.33e+17 -8.48e+17 -2.54e+18 1  X Y 202001230553A
128.13 -0.72 12.0 -7.2e+18 7.35e+19 -6.64e+19 5.9e+18 5.8e+18 2.83e+19 1  X Y 201907140910A
167.85 -16.28 187.8 2.0499999999999997e+18 3.31e+18 -5.36e+18 -7.19e+18 -3.38e+18 6.12e+18 1  X Y 201907311502A
139.3 -2.71 48.8 9.06e+17 -1.32e+18 4.18e+17 -6.13e+17 5.41e+17 -4.77e+17 1  X Y 202001181638A
167.38 -15.46 110.7 9.01e+17 -7.83e+17 -1.18e+17 6.31e+17 -4.47e+17 -1.0299999999999999e+18 1  X Y 201907011713A
169.61 -21.67 30.9 1.21e+18 -7.2e+16 -1.1400000000000001e+18 -6.3e+16 -9.09e+17 5.93e+17 1  X Y 201905191427A
155.19 -4.66 493.1 -1.11e+18 1.16e+18 -5.4e+16 3.86e+17 -2.1e+17 3.03e+17 1  X Y 201907111708A
122.56 -1.85 12.0 2.48e+18 1.62e+19 -1.87e+19 4.1e+17 -3.18e+18 1.27e+18 1  X Y 201904121140A
156.61 49.27 22.6 1.64e+18 -4.78e+17 -1.17e+18 6.05e+17 9.58e+17 -8.4e+17 1  X Y 201810090745A
71.25 37.05 126.1 2.71e+18 -3.73e+18 1.0199999999999999e+18 -1.25e+18 -1.82e+18 -8.75e+17 1  X Y 201805091041A
148.8 -6.44 37.2 1.0299999999999999e+18 -1.0199999999999999e+18 -9000000000000000.0 2.74e+17 4.56e+17 -4.58e+17 1  X Y 201807191830A
-177.59 51.26 31.5 2.62e+18 -2.43e+18 -1.9e+17 2.0699999999999997e+18 1.54e+18 -9.52e+17 1  X Y 201808230335A
142.97 -6.29 12.0 1.69e+20 -1.29e+20 -4e+19 1.13e+20 -2.55e+19 7e+19 1  X Y 201802251744A
121.54 24.0 13.9 2.45e+18 -4.2500000000000005e+18 1.8e+18 1.44e+18 -5.94e+17 -2.54e+18 1  X Y 201802061550A
-178.11 -18.31 564.2 -5.59e+18 3.08e+18 2.51e+18 -3.05e+18 -1.02e+19 5.05e+18 1  X Y 201809301052A
140.15 10.0 12.0 2000000000000000.0 3.1e+18 -3.1e+18 -2.1e+16 -8.26e+17 6.02e+17 1  X Y 201712080951A
168.67 -21.45 12.0 -3.19e+19 6.79e+18 2.51e+19 -7.19e+18 1.1e+19 -1.31e+19 1  X Y 201711192243A
168.79 -21.64 12.0 -7.14e+18 3.04e+18 4.0999999999999995e+18 -1.72e+18 1.71e+18 -3.56e+18 1  X Y 201711010223A
168.95 -18.85 208.0 2.33e+18 2.93e+18 -5.26e+18 3.32e+18 -4.5e+16 -6.99e+17 1  X Y 201709202009A
144.0 37.48 13.8 -1.84e+18 -1.77e+17 2.0100000000000003e+18 2.45e+17 8.79e+17 1.43e+18 1  X Y 201710060759A
82.74 44.4 27.6 3.56e+18 -4.0599999999999995e+18 5.0500000000000006e+17 -3.65e+17 -1.25e+18 -6.38e+17 1  X Y 201708082327A
130.13 26.9 12.0 -9.35e+17 2.35e+17 7e+17 2.89e+17 4.29e+17 5.3799999999999994e+17 1  X Y 201707261032A
120.65 14.03 180.4 3.46e+18 -2.34e+18 -1.1200000000000001e+18 8.27e+17 -1.04e+18 2.98e+17 1  X Y 201708110528A
149.54 -6.3 48.4 3.39e+18 -3.91e+18 5.2399999999999994e+17 6.49e+17 -1.68e+17 -8.4e+16 1  X Y 201703052247A
122.78 4.57 621.5 -7.3e+18 1.43e+19 -7e+18 7.1e+18 -9.66e+19 2.7e+19 1  X Y 201701100613A
